Q1,T1,Tsp,err
0.0,20.949499999999997,20.949499999999997,0.0
0.0,20.949499999999997,20.949499999999997,0.0
0.0,20.949499999999997,20.949499999999997,0.0
1.9595839999999907,20.6272,20.949499999999997,0.3222999999999985
0.02578399999999988,20.949499999999997,20.949499999999997,0.0
1.9853679999999907,20.6272,20.949499999999997,0.3222999999999985
0.05156799999999976,20.949499999999997,20.949499999999997,0.0
2.0111519999999903,20.6272,20.949499999999997,0.3222999999999985
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
0.07735199999999964,20.949499999999997,20.949499999999997,0.0
55.10439200000002,20.949499999999997,30.0,9.050500000000003
55.82843200000002,20.949499999999997,30.0,9.050500000000003
56.552472000000016,20.949499999999997,30.0,9.050500000000003
57.27651200000002,20.949499999999997,30.0,9.050500000000003
58.00055200000002,20.949499999999997,30.0,9.050500000000003
58.72459200000002,20.949499999999997,30.0,9.050500000000003
59.44863200000002,20.949499999999997,30.0,9.050500000000003
60.17267200000002,20.949499999999997,30.0,9.050500000000003
58.93712800000001,21.2718,30.0,8.728200000000001
59.63538400000001,21.2718,30.0,8.728200000000001
60.33364000000001,21.2718,30.0,8.728200000000001
59.07231200000002,21.594099999999997,30.0,8.405900000000003
59.74478400000002,21.594099999999997,30.0,8.405900000000003
58.457672,21.9164,30.0,8.0836
59.10436000000001,21.9164,30.0,8.0836
59.751048000000004,21.9164,30.0,8.0836
58.43815200000002,22.238699999999998,30.0,7.761300000000002
59.05905600000001,22.238699999999998,30.0,7.761300000000002
57.720376,22.561,30.0,7.439
58.315495999999996,22.561,30.0,7.439
56.95103200000001,22.8833,30.0,7.116700000000002
57.520368000000005,22.8833,30.0,7.116700000000002
